gene_id	gene_short_name	value_1	value_2	fold_change	log2_fold_change	test_stat	p_value	q_value
XLOC_021790	ant-1.3	0.937136	3.1189	3.32812587609371	1.73471	-3.27286	0.00106467	0.0117607
XLOC_005669	sra-14	2.16977	7.17941	3.30882731376811	1.72632	-4.46322	8.07371e-06	0.0001742
XLOC_027953	W01A11.1	80.6639	266.325	3.30165642684959	1.72319	-10.2066	0	0
XLOC_029362	C06B3.7	1.65028	5.40227	3.27353635229486	1.71085	-3.80856	0.000139779	0.00212491
XLOC_021646	C27B7.9,rap-1	235.709	767.497	3.25611126733443	1.70315	-7.42278	1.14575e-13	7.39717e-12
XLOC_034728	ZK813.2	193.908	631.069	3.25446410012926	1.70242	-9.90534	0	0
XLOC_036537	K02D3.1	1.75827	5.71939	3.25284031306842	1.7017	-3.73868	0.000184988	0.00267568
XLOC_011700	nhr-76	6.22188	20.0252	3.21852572488377	1.6864	-7.36969	1.70974e-13	1.07271e-11
XLOC_007404	T24B8.5	251.019	807.654	3.21749966893564	1.68594	-9.65905	0	0
XLOC_014272	ZK596.1	15.3655	49.3775	3.21353235940942	1.68416	-7.53099	5.04041e-14	3.40109e-12
XLOC_030318	Y69H2.16,Y69H2.9	1.26765	4.05747	3.20077219232109	1.67842	-4.363	1.28291e-05	0.000259943
XLOC_021912	F01G10.9	1.63652	5.21553	3.18695798590784	1.67218	-3.77121	0.000162455	0.00239087
XLOC_032401	C29A12.2	1.29198	4.08881	3.16476856217996	1.6621	-3.51688	0.000436655	0.00564259
XLOC_007112	E04F6.8	184.729	580.199	3.14081724671311	1.65114	-8.99868	0	0
XLOC_013381	dlc-5	2.02731	6.36378	3.13903257408013	1.65032	-3.36542	0.000764259	0.00893196
XLOC_019246	21ur-13922,C52D10.1	4.89259	15.2967	3.12650321330781	1.64455	-6.16073	7.2412e-10	3.24719e-08
XLOC_014692	ttr-45	160.861	500.238	3.10975301034078	1.6368	-9.61049	0	0
XLOC_005988	ptr-3	0.631065	1.95672	3.10067002129451	1.63258	-4.10668	4.01388e-05	0.000714162
XLOC_002192	R12E2.8	0.975584	2.99638	3.07136505981545	1.61888	-2.75768	0.00582127	0.0446745
XLOC_011803	C34H4.1,C34H4.2,Y41D4B.18	4.53349	13.9108	3.06844984019435	1.61751	-3.33883	0.000841331	0.00969802
XLOC_030796	oac-31	0.590717	1.81074	3.06532490809008	1.61604	-3.54311	0.000395435	0.00517066
XLOC_005745	C31C9.7	6.22918	19.066	3.06076015944803	1.61389	-3.98492	6.75024e-05	0.00113603
XLOC_035334	nas-11	32.1164	98.1237	3.05524907801265	1.61129	-7.63118	2.33147e-14	1.58817e-12
XLOC_029184	lipl-1	15.0199	45.6954	3.04231597672751	1.60517	-7.46745	8.17124e-14	5.36191e-12
XLOC_029167	ugt-18	0.674837	2.05226	3.04111421368503	1.6046	-3.26537	0.00109323	0.0120483
XLOC_039199	cyp-14A2	2.99417	9.1002	3.03930192571812	1.60374	-5.37198	7.78778e-08	2.6029e-06
XLOC_033476	sru-22	3.46886	10.4881	3.0235218397085	1.59623	-3.52526	0.000423073	0.00547698
XLOC_011718	ugt-52	0.696527	2.10347	3.01994023768951	1.59452	-3.31691	0.000910189	0.0103913
XLOC_027177	F25A2.1	1.59501	4.80809	3.014439970792	1.59189	-3.40252	0.000667672	0.00801972
XLOC_006607	R03H10.7	0.597627	1.79921	3.01059783238406	1.59005	-2.80651	0.00500812	0.0397344
XLOC_010020	Y34F4.4	1.57603	4.73927	3.00707322647695	1.58836	-3.06105	0.00220562	0.0211329
XLOC_000697	T10E9.3	0.897043	2.68572	2.99397048672828	1.58206	-3.54707	0.000389544	0.00511232
XLOC_037299	tts-1	199.72	595.597	2.98216482925238	1.57636	-9.26538	0	0
XLOC_038264	spp-2	21.6341	63.8435	2.95105334495606	1.56123	-5.79509	6.82848e-09	2.6118e-07
XLOC_024329	21ur-3208,clec-190	44.6629	130.516	2.92225079659067	1.54708	-8.31899	0	0
XLOC_032055	C25E10.8,swm-1	71.4252	205.803	2.88138012488152	1.52676	-5.64824	1.62095e-08	5.93034e-07
XLOC_033061	cyp-35C1	28.3591	81.698	2.88084092580096	1.52649	-8.77465	0	0
XLOC_033139	F47B8.2	8.32454	23.9381	2.87561393493919	1.52387	-5.217	1.81842e-07	5.71703e-06
XLOC_025840	gln-3	33.8542	97.3248	2.87481675598021	1.52347	-7.97837	1.55431e-15	1.18268e-13
XLOC_008292	Y55B1BL.1	12.7593	36.5417	2.86391763116917	1.51799	-7.18473	6.73461e-13	3.9483e-11
XLOC_007561	ZK892.6	1.37544	3.89699	2.83327374767849	1.50247	-2.73664	0.00620701	0.0470542
XLOC_028803	cnc-10	18.7466	52.9527	2.82466543713751	1.49808	-4.40609	1.05255e-05	0.000219511
XLOC_000598	tyr-4	32.0253	90.2519	2.81815311924715	1.49475	-5.22785	1.7149e-07	5.4394e-06
XLOC_022068	C05C12.6	1.25279	3.5296	2.81739139820212	1.49436	-2.8102	0.00495104	0.0395133
XLOC_029855	oac-6	15.8994	44.7065	2.81183122131319	1.49151	-8.29028	2.22045e-16	1.84671e-14
XLOC_021769	aat-1	1.90514	5.32739	2.79632103391206	1.48353	-4.57889	4.67448e-06	0.000107679
XLOC_015405	21ur-15397,sqrd-1	5.33534	14.8114	2.77610089042071	1.47306	-3.86868	0.000109427	0.00171829
XLOC_027684	C37H5.2	2.08835	5.78663	2.7709102834755	1.47036	-3.98161	6.84495e-05	0.00114389
XLOC_011160	C07A9.8	1.33827	3.69552	2.76141936401104	1.46541	-3.5919	0.000328272	0.00441762
XLOC_012823	C55C3.3	0.858989	2.36845	2.75724984230353	1.46323	-3.27542	0.00105506	0.0116997
XLOC_009693	ceh-91	8.78125	24.111	2.74573044580965	1.45719	-7.3957	1.40554e-13	8.89659e-12
XLOC_008981	T12A2.3	4.71289	12.8901	2.73505529408527	1.45157	-4.26092	2.0359e-05	0.000389352
XLOC_002570	C48B6.9	10.4737	28.6244	2.73297071344057	1.45047	-5.99472	2.03836e-09	8.35495e-08
XLOC_010241	Y53G8AL.3,Y53G8AL.4	11.2365	30.6996	2.73213732611663	1.45003	-2.89625	0.00377651	0.0322525
XLOC_034541	hex-1	34.1489	93.2062	2.72941165310389	1.44859	-8.53257	0	0
XLOC_003673	C50D2.2	0.58941	1.58378	2.68706272676024	1.42603	-2.9664	0.00301304	0.0268044
XLOC_028180	cyp-32A1	3.30995	8.89104	2.68615024205114	1.42554	-5.08315	3.7122e-07	1.09944e-05
XLOC_035337	mdl-1	15.6507	41.945	2.68006873208692	1.42227	-6.97122	3.14215e-12	1.74897e-10
XLOC_005182	C06C3.7	1.80273	4.81083	2.66863130837166	1.4161	-2.75842	0.00580816	0.0446662
XLOC_021428	F55G1.7	4.34497	11.4461	2.63433715429688	1.39744	-4.76846	1.85635e-06	4.81944e-05
XLOC_009584	fmo-3	6.95703	18.2277	2.620042111235	1.38959	-6.20319	5.5329e-10	2.50469e-08
XLOC_001754	C37A5.7	10.3745	26.9606	2.59873585415143	1.37781	-4.72811	2.26618e-06	5.66742e-05
XLOC_010116	Y22D7AR.10	339.421	878.868	2.58931412909666	1.37257	-7.47399	7.77156e-14	5.12314e-12
XLOC_028451	F44A2.3	3.24626	8.40477	2.58906287267755	1.37243	-5.2062	1.92745e-07	6.02012e-06
XLOC_029401	D1086.3	62.3924	161.488	2.58827336835965	1.37199	-7.32743	2.34701e-13	1.45342e-11
XLOC_021545	clec-52	77.6604	199.2	2.56501986688126	1.35897	-8.11727	4.44089e-16	3.54899e-14
XLOC_033038	F35E12.6	68.5774	174.954	2.55118938510003	1.35117	-8.09883	4.44089e-16	3.54899e-14
XLOC_019663	Y67D8A.3	10.8653	27.5497	2.53556981768924	1.34231	-5.92623	3.09974e-09	1.2386e-07
XLOC_019412	asm-3	16.7369	42.4357	2.5354643684978	1.34225	-5.2476	1.54094e-07	4.94241e-06
XLOC_002477	T08B2.11	6.71435	17.0027	2.53230293115397	1.34045	-5.76463	8.18364e-09	3.10523e-07
XLOC_014087	ssq-1	1.45582	3.67195	2.52226524586343	1.33472	-2.73813	0.00617903	0.0468918
XLOC_010556	C05D2.8	35.7489	89.491	2.50331527536451	1.32384	-3.82755	0.000129427	0.00198229
XLOC_028819	T19B10.2	25.9324	64.6045	2.49126760470682	1.31688	-5.66645	1.45783e-08	5.37479e-07
XLOC_004897	lips-17	2.22852	5.55151	2.49111219619385	1.31679	-3.22699	0.00125101	0.0134051
XLOC_007113	E04F6.9	110.517	275.169	2.48983476036626	1.31605	-7.00308	2.504e-12	1.41022e-10
XLOC_002001	W03F11.1	370.023	908.309	2.45473961557223	1.29557	-7.48486	7.17204e-14	4.74982e-12
XLOC_035598	C02B8.3	3.45875	8.41058	2.4316911446371	1.28196	-3.06219	0.00219724	0.0210667
XLOC_003529	Y71A12C.2	1.95785	4.76057	2.43152259849244	1.28186	-2.86166	0.00421432	0.0349686
XLOC_032615	T27F2.2	3.56764	8.62902	2.41869691891009	1.27423	-4.44792	8.67074e-06	0.000185127
XLOC_001498	C47F8.1	5.02283	12.1195	2.41288640955362	1.27076	-4.16554	3.10621e-05	0.000566765
XLOC_038838	F47B10.9	10.6037	25.3977	2.39517322649812	1.26013	-5.13369	2.84109e-07	8.61055e-06
XLOC_038896	C34F6.5	8.42407	20.0428	2.37923866842035	1.2505	-2.75538	0.00586248	0.0449426
XLOC_009066	T07E3.4	7.00445	16.6542	2.37767247969046	1.24955	-3.58169	0.00034138	0.00455545
XLOC_011908	smf-3	0.75901	1.80409	2.37689800967188	1.24908	-2.87258	0.0040714	0.0340393
XLOC_028643	ugt-1	4.98163	11.7988	2.36846113767684	1.24395	-5.01072	5.42259e-07	1.55451e-05
XLOC_038521	F53A9.7	9.12644	21.4936	2.35508641907357	1.23578	-3.38854	0.000702653	0.00835532
XLOC_029120	F45D3.2	1.04481	2.45074	2.3456211221366	1.22997	-2.77622	0.00549957	0.0428027
XLOC_022320	F53B2.8	9.88621	23.1432	2.34095954027622	1.2271	-4.71635	2.40108e-06	5.95276e-05
XLOC_002264	W09C3.7	24.9026	58.2398	2.33870517145198	1.22571	-6.15286	7.60956e-10	3.40171e-08
XLOC_000081	Y95B8A.6	6.91055	16.1175	2.33231071499974	1.22176	-3.10699	0.00189001	0.0186588
XLOC_007686	nos-1	23.1314	53.7608	2.32414487244418	1.2167	-5.18231	2.19151e-07	6.72738e-06
XLOC_008020	E01G4.3	73.5052	170.207	2.31557422031906	1.21137	-5.63148	1.78668e-08	6.52003e-07
XLOC_031760	cyp-35A2	48.1179	111.415	2.31546187068274	1.2113	-7.296	2.9643e-13	1.81215e-11
XLOC_006634	B0304.4	38.7704	89.7579	2.31510880731235	1.21108	-5.91693	3.28011e-09	1.30702e-07
XLOC_035676	grd-4	4.9591	11.4738	2.31369709210236	1.2102	-3.18716	0.00143679	0.0150024
XLOC_011135	C48B4.7	71.2878	164.743	2.31095633393499	1.20849	-6.62438	3.48714e-11	1.76892e-09
XLOC_013883	catp-7	16.7035	38.5689	2.30903493369295	1.20729	-6.05948	1.36564e-09	5.78027e-08
XLOC_031383	B0238.1	3.41249	7.87472	2.30761092703551	1.2064	-4.38194	1.17628e-05	0.000240848
XLOC_007986	Y38F1A.8	5.9011	13.5175	2.29067057932183	1.19577	-3.00207	0.00268153	0.0245107
XLOC_014205	ugt-44	11.8063	27.0352	2.28989270322076	1.19528	-6.00032	1.96928e-09	8.095e-08
XLOC_010242	Y53G8AM.4	2.17287	4.94564	2.27609377836929	1.18656	-2.85636	0.00428524	0.0354337
XLOC_030875	C45H4.14	20.9155	47.4629	2.26927271723231	1.18223	-2.90132	0.0037159	0.0318434
XLOC_015389	21ur-10747,21ur-10857,21ur-9857,K01G12.3	6.37138	14.3848	2.25772535877031	1.17487	-5.02803	4.95535e-07	1.43023e-05
XLOC_000299	Y54E10A.17	52.9466	119.46	2.25623915897917	1.17392	-5.28249	1.27438e-07	4.1338e-06
XLOC_011285	sip-1	2359.18	5321.32	2.25558241413926	1.1735	-4.70771	2.50519e-06	6.16812e-05
XLOC_000723	T23B3.2	20.3967	45.9667	2.25362894729789	1.17225	-5.11694	3.10529e-07	9.31261e-06
XLOC_033463	pzf-1	10.5778	23.7805	2.24815265287166	1.16874	-4.76122	1.92422e-06	4.94183e-05
XLOC_031209	C49G7.10	5.54708	12.3575	2.22775410546316	1.15559	-3.72704	0.000193743	0.00278978
XLOC_036323	nspc-13	81.8436	182.308	2.22752249328239	1.15544	-5.43039	5.62321e-08	1.92902e-06
XLOC_004297	R03H10.1	3.99005	8.83974	2.21545035730086	1.1476	-3.93639	8.27149e-05	0.00134612
XLOC_034559	F47G3.1	1.27717	2.82876	2.21486689354107	1.14722	-3.48161	0.000498402	0.00627609
XLOC_001657	T04D3.8	45.4205	100.517	2.21304072459424	1.14603	-5.04773	4.47093e-07	1.31598e-05
XLOC_019609	Y94H6A.10	79.498	175.412	2.20650038646555	1.14176	-6.51458	7.28915e-11	3.53462e-09
XLOC_029137	F56H9.2	369.353	813.034	2.20124541644474	1.13832	-6.67534	2.46658e-11	1.27842e-09
XLOC_022557	21ur-11157,21ur-3265,tlp-1	6.77719	14.9096	2.19996412836638	1.13748	-4.96806	6.76252e-07	1.88941e-05
XLOC_002108	W01B11.6	32.1793	70.5519	2.19245920689763	1.13255	-3.71888	0.000200109	0.00287118
XLOC_027184	C39F7.5	1.75475	3.84679	2.19221606887347	1.13239	-3.48422	0.000493582	0.00623326
XLOC_034860	coel-1	4.48814	9.82664	2.18946744705847	1.13058	-2.91073	0.00360583	0.0311294
XLOC_001866	ptr-11	1.94248	4.22448	2.17478080526641	1.12087	-3.88157	0.000103783	0.00164365
XLOC_003294	Y47H10A.5	3.5491	7.69829	2.16907509341418	1.11708	-3.28517	0.0010192	0.0114217
XLOC_000825	D2030.2	37.8119	81.9232	2.16659575581383	1.11543	-5.30809	1.10778e-07	3.6358e-06
XLOC_011221	C05B5.8	14.7642	31.9308	2.16270966148984	1.11284	-4.13965	3.47836e-05	0.000629052
XLOC_028511	cyp-29A4	2.47086	5.32401	2.15471939183154	1.1075	-3.35306	0.000799236	0.00928148
XLOC_009260	F10E9.12	11.1925	24.0745	2.15094405282554	1.10497	-4.36251	1.28579e-05	0.00026016
XLOC_035365	nhx-4	2.24462	4.8109	2.14330921129328	1.09984	-2.86184	0.00421184	0.0349683
XLOC_031468	C53A3.2	6.81042	14.5919	2.14258137682083	1.09935	-4.4956	6.9375e-06	0.000151977
XLOC_002367	pup-3	5.73097	12.2406	2.13586431517179	1.09482	-4.40031	1.08095e-05	0.000223777
XLOC_019665	clec-173	13.0083	27.7747	2.13515380857741	1.09434	-4.35155	1.35182e-05	0.000270836
XLOC_005865	tps-2	9.42173	20.0968	2.13302370660249	1.0929	-5.89796	3.68015e-09	1.4583e-07
XLOC_031817	C50E3.12	16.4185	35.0055	2.13207767685841	1.09226	-5.50815	3.62627e-08	1.27768e-06
XLOC_039389	F23D12.11	243.636	517.849	2.12549667188706	1.0878	-6.20817	5.36056e-10	2.43438e-08
XLOC_019466	Y55F3AM.11	5.62823	11.9431	2.12200785990975	1.08543	-3.75559	0.000172936	0.00252434
XLOC_035975	cnc-8	109.796	232.882	2.12103731184341	1.08477	-4.8206	1.43127e-06	3.82696e-05
XLOC_036671	T24C2.2	12.4345	26.1827	2.10565634558082	1.07427	-4.20559	2.60404e-05	0.000484406
XLOC_022365	dod-24	150.115	315.189	2.09965166104206	1.07015	-6.47714	9.34772e-11	4.50233e-09
XLOC_033141	F47B8.3	3.55996	7.4511	2.09302566173755	1.06559	-3.05626	0.00224114	0.0213588
XLOC_013985	Y11D7A.7	56.9014	117.748	2.06932464575938	1.04916	-4.18634	2.83485e-05	0.000524278
XLOC_013895	C49C8.3	11.8026	24.3958	2.06698798115821	1.04753	-3.43326	0.00059637	0.00727286
XLOC_000815	T28F4.5	432.575	894.102	2.06693067287701	1.04749	-5.21157	1.87253e-07	5.86475e-06
XLOC_027821	F44E7.2	33.2469	68.5045	2.06047934273322	1.04298	-5.82064	5.86223e-09	2.26646e-07
XLOC_004997	col-76	4.74383	9.76814	2.05912298468154	1.04203	-4.13141	3.60552e-05	0.000646328
XLOC_011390	Y66D12A.6,Y66D12A.7	35.7934	73.5794	2.05567187376055	1.03961	-4.1022	4.09232e-05	0.000723617
XLOC_036610	akt-2	4.8857	10.0332	2.05359259662827	1.03815	-4.37501	1.21428e-05	0.000247441
XLOC_004497	dhs-5	3.66498	7.48828	2.04319939080054	1.03083	-3.36861	0.000755485	0.00884387
XLOC_027582	nlp-27	157.444	321.425	2.04151476257726	1.02964	-6.10558	1.02429e-09	4.49461e-08
XLOC_010993	F22B7.9	11.0232	22.4921	2.04043959244423	1.02888	-4.15678	3.22762e-05	0.000587418
XLOC_028417	F21C10.10	27.6148	56.2389	2.0365397871019	1.02612	-4.54844	5.40455e-06	0.000122342
XLOC_031465	K09H11.7	13.996	28.4405	2.03204168831774	1.02293	-4.49754	6.87429e-06	0.000151055
XLOC_021584	T01B11.2	23.2632	47.1567	2.02708979781485	1.01941	-4.2707	1.94857e-05	0.000374654
XLOC_029325	F53C11.9	12.5613	25.4575	2.02665427241921	1.0191	-2.84061	0.00450275	0.0367624
XLOC_007971	clec-62	31.914	64.6122	2.02457627931575	1.01762	-4.44009	8.99198e-06	0.000190563
XLOC_035683	nspc-5	122.271	247.336	2.02285091982802	1.01639	-4.69441	2.6738e-06	6.52707e-05
XLOC_001538	W02D9.10	9.11614	18.3668	2.01476280160744	1.01061	-3.61948	0.000295201	0.00401793
XLOC_002813	mfb-1	5.35077	10.7611	2.01113510087487	1.00801	-4.02965	5.58596e-05	0.000961578
XLOC_014169	C24F3.2	21.23	42.651	2.00900339211333	1.00648	-4.96627	6.82529e-07	1.90323e-05
XLOC_035681	nspc-2	133.147	266.907	2.00460779708883	1.00332	-4.72851	2.26177e-06	5.6663e-05
XLOC_038490	nspc-6	133.147	266.907	2.00460779708883	1.00332	-4.72851	2.26177e-06	5.6663e-05
XLOC_036038	F13E6.3	6.42783	12.843	1.99802966061572	0.998578	-3.46331	0.000533565	0.00664286
XLOC_021475	C50F7.6	4.05003	8.08437	1.99612490731961	0.997202	-3.3549	0.000793947	0.00923367
XLOC_030502	Y60A3A.8	12.8144	25.5074	1.99053605016275	0.993157	-4.65071	3.30797e-06	7.83451e-05
XLOC_035592	C46F2.1	5.72595	11.3969	1.99038980368364	0.993051	-3.63896	0.000273738	0.00376522
XLOC_016032	21ur-10697,21ur-11268,F13G11.3	210.795	419.489	1.99002699325419	0.992788	-5.98861	2.11639e-09	8.65e-08
XLOC_014657	scl-5	8.58737	17.0738	1.98823873927074	0.991491	-3.27416	0.00105977	0.0117338
XLOC_029403	D1086.1	18.3825	36.3989	1.98008587447753	0.985563	-4.36767	1.25582e-05	0.000254815
XLOC_011544	F45G2.7	26.8038	53.0627	1.97967417000244	0.985263	-4.40919	1.03758e-05	0.000216996
XLOC_029114	T28H10.3	67.0407	132.194	1.97185026095239	0.97955	-5.84329	5.11811e-09	1.98953e-07
XLOC_029646	C29F3.7	47.1985	92.8819	1.96789875716537	0.976656	-4.78519	1.70826e-06	4.46741e-05
XLOC_004287	R11F4.1	24.6657	48.4399	1.96385443766756	0.973688	-5.36001	8.32195e-08	2.7685e-06
XLOC_016427	21ur-9138,ccch-5	12.3784	24.2858	1.96194826588504	0.972287	-3.7248	0.000195466	0.0028102
XLOC_011765	W09G12.9	12.3467	24.2178	1.96147371158747	0.971938	-3.54893	0.000386794	0.00508556
XLOC_004305	C16A11.10	5.42052	10.6291	1.9609027669101	0.971518	-3.72987	0.000191577	0.00276539
XLOC_037377	F53B1.8	7.23968	14.1926	1.96038769995684	0.971139	-5.03175	4.86035e-07	1.40744e-05
XLOC_006484	F14D2.11	8.62578	16.8632	1.95498156048224	0.967155	-3.2415	0.00118904	0.0128603
XLOC_004313	Y52E8A.1,Y52E8A.2	37.8417	73.9673	1.95465230135288	0.966912	-5.05932	4.20749e-07	1.24099e-05
XLOC_014031	ugt-21	2.40681	4.70325	1.95414293972043	0.966536	-2.94908	0.00318722	0.0281092
XLOC_008368	Y119D3B.13	25.3494	49.5335	1.95402780987517	0.966451	-3.25005	0.00115383	0.0125517
XLOC_009346	ZK643.2	34.3222	67.0448	1.95339674794715	0.965985	-5.00373	5.62306e-07	1.60235e-05
XLOC_037561	pqn-37	1.92164	3.7292	1.94063258211384	0.956527	-2.82316	0.00475522	0.0382154
XLOC_038488	nspc-1	95.1453	184.416	1.93826119814772	0.954763	-4.73517	2.18877e-06	5.52211e-05
XLOC_030368	Y39B6A.11	3.79012	7.34571	1.93811744894803	0.954656	-2.97988	0.00288359	0.0258944
XLOC_029801	F22B8.7	11.2105	21.6625	1.93233335356984	0.950344	-4.10356	4.06845e-05	0.000721179
XLOC_010156	Y48G9A.11	15.6808	30.2668	1.93017813618956	0.948734	-4.56269	5.05024e-06	0.00011585
XLOC_005358	21ur-14768,M28.10	64.5419	124.448	1.92817767884463	0.947238	-5.4917	3.98085e-08	1.39574e-06
XLOC_038489	nspc-4	172.212	331.233	1.92340556739033	0.943663	-5.09242	3.53525e-07	1.05358e-05
XLOC_032586	dhs-19	22.4506	43.06	1.91798973615154	0.939595	-4.76338	1.90377e-06	4.8981e-05
XLOC_014278	rbr-2	15.1045	28.9069	1.91379592735944	0.936437	-3.50054	0.000464324	0.00593599
XLOC_006538	sea-1	24.8222	47.5016	1.91367123645004	0.936343	-5.02509	5.03204e-07	1.44836e-05
XLOC_022538	T23G4.3	14.8654	28.4434	1.91339667979224	0.936136	-4.80052	1.58251e-06	4.17672e-05
XLOC_032058	C25E10.12	10.378	19.8345	1.91119502042131	0.934475	-3.90896	9.26939e-05	0.00148987
XLOC_005713	F15D4.2	53.0181	101.312	1.91088903010848	0.934244	-4.51503	6.3307e-06	0.00014106
XLOC_031451	C14C11.7	13.9299	26.6164	1.91073936438006	0.934131	-3.80208	0.000143487	0.00216746
XLOC_015402	F02H6.4	32.5903	61.9272	1.90017198088628	0.92613	-5.22059	1.78351e-07	5.62884e-06
XLOC_027904	F31F7.1	52.7528	100.215	1.89970051799597	0.925772	-4.49409	6.98681e-06	0.00015259
XLOC_008096	cyp-37A1	8.84253	16.7938	1.89921205837072	0.925401	-3.95804	7.55668e-05	0.00124537
XLOC_036319	nspc-10	105.561	200.478	1.89917256577682	0.925371	-4.65121	3.29987e-06	7.83451e-05
XLOC_004507	F12A10.1	81.2966	153.756	1.89129184165577	0.919372	-3.38142	0.000721115	0.00853937
XLOC_030089	fbxb-7	8.05626	15.2223	1.88950586930864	0.918009	-3.47726	0.00050656	0.00636761
XLOC_027683	C37H5.3	14.0297	26.5087	1.88947836568983	0.917988	-3.8371	0.000124496	0.00192023
XLOC_035209	C45B2.1	110.663	208.594	1.88493921420009	0.914518	-4.6648	3.08913e-06	7.38963e-05
XLOC_005389	gst-5	41.1914	77.6145	1.88423773261885	0.913981	-3.59533	0.000323976	0.00437851
XLOC_000879	K04G2.10	20.3167	38.2795	1.8841423930837	0.913908	-4.48844	7.17452e-06	0.000155975
XLOC_029747	fbxa-197	5.2845	9.94824	1.88253279781372	0.912675	-3.35028	0.000807291	0.00936601
XLOC_030138	ztf-25	14.1214	26.5618	1.88095717181902	0.911467	-4.08165	4.47177e-05	0.000786823
XLOC_036324	nspc-15	101.529	190.966	1.88091023631884	0.911431	-3.66776	0.000244687	0.00344512
XLOC_022792	Y37A1A.2	2.86159	5.38018	1.88013987927032	0.91084	-2.79345	0.0052149	0.0410586
XLOC_032077	B0222.5	10.7138	20.1189	1.87785412986182	0.909085	-4.22833	2.35436e-05	0.000444902
XLOC_011883	eri-5	15.145	28.4014	1.87529426977504	0.907117	-4.81526	1.47011e-06	3.9089e-05
XLOC_019328	C49C3.15	6.13171	11.496	1.87484067526881	0.906768	-2.89483	0.00379359	0.0323598
XLOC_029724	F57A10.4	22.2184	41.6497	1.87455479815023	0.906548	-4.35292	1.34334e-05	0.000269895
XLOC_019733	vab-2	4.14594	7.76411	1.87270414939399	0.905123	-2.81244	0.00491679	0.0393156
XLOC_029246	C26E1.2	2.73509	5.11195	1.86902387725944	0.902285	-2.73076	0.00631878	0.0477245
XLOC_032916	F15B9.10	41.162	76.898	1.86817939647038	0.901633	-3.2226	0.00127035	0.0135615
XLOC_028965	F55A11.8	55.8999	104.381	1.86728870164924	0.900945	-3.64804	0.000264252	0.00367359
XLOC_039080	nspc-12	59.8807	111.812	1.86724987287599	0.900915	-4.21484	2.49956e-05	0.000466791
XLOC_007092	T02G5.11	57.2069	106.789	1.86671799997774	0.900504	-4.59608	4.30517e-06	9.96529e-05
XLOC_035682	nspc-3	43.9048	81.9566	1.86668694638839	0.90048	-3.44047	0.000580698	0.00713037
XLOC_031937	W02D7.5	10.6443	19.8285	1.86283126360666	0.897497	-3.42004	0.000626114	0.00759031
XLOC_015400	F02H6.3	37.5488	69.8564	1.8604195429772	0.895628	-4.34998	1.36147e-05	0.000272009
XLOC_004035	F22E5.9	34.2577	63.6362	1.85757440633883	0.89342	-4.36019	1.29948e-05	0.000262495
XLOC_032580	nas-20	23.6217	43.8062	1.854491943075	0.891024	-4.65009	3.31797e-06	7.84523e-05
XLOC_038344	set-12	3.2511	6.01741	1.8508821007844	0.888213	-2.84391	0.00445636	0.036511
XLOC_030169	pgp-9	4.0126	7.41542	1.84803617814443	0.885993	-4.22696	2.36867e-05	0.000446788
XLOC_005244	pho-11	132.055	243.48	1.8437831649573	0.882669	-4.68424	2.81e-06	6.82792e-05
XLOC_022414	Y62E10A.13	53.3231	98.2349	1.8422565716342	0.881474	-2.87884	0.00399135	0.0336454
XLOC_035442	ttr-59	25.251	46.347	1.83545405320015	0.876137	-3.60216	0.000315586	0.00427911
XLOC_005559	Y17G7B.4	23.9308	43.8657	1.83302187134034	0.874224	-4.62455	3.75408e-06	8.83258e-05
XLOC_000032	Y48G1A.1,Y48G1A.2	105.192	192.431	1.8293270177168	0.871313	-3.70695	0.00020977	0.00299477
XLOC_005495	F54D5.2	32.899	60.1561	1.82850807768956	0.870667	-4.40149	1.07509e-05	0.000223211
XLOC_007560	aakg-5	42.8919	78.1503	1.8220303617956	0.865547	-5.01152	5.4002e-07	1.5512e-05
XLOC_007470	T19H5.4	68.3504	124.467	1.82101903147064	0.864746	-3.79467	0.000147839	0.0022168
XLOC_005753	R06B9.5	139.973	254.616	1.81903461908174	0.863173	-3.85289	0.00011673	0.00181305
XLOC_035579	C34D10.2	9.00696	16.3833	1.81895770832595	0.863112	-3.64087	0.000271716	0.00375183
XLOC_038467	tth-1	56.1087	101.988	1.81767970082036	0.862098	-3.91201	9.15307e-05	0.00147449
XLOC_029003	cpr-1	586.642	1062.64	1.81140105130481	0.857106	-4.32004	1.56004e-05	0.000306544
XLOC_007061	C44B7.5	466.589	844.047	1.80897441057469	0.855172	-4.93199	8.1398e-07	2.24354e-05
XLOC_027347	Y19D10A.16	6.5575	11.8465	1.80655978615172	0.853245	-2.99823	0.00271549	0.0247315
XLOC_027365	C01B4.6	6.5575	11.8465	1.80655978615172	0.853245	-2.99823	0.00271549	0.0247315
XLOC_039076	nspc-9	142.704	257.557	1.80482880701187	0.851862	-4.38183	1.17688e-05	0.000240848
XLOC_010101	Y22D7AL.9	2.94581	5.31356	1.80376576000391	0.851012	-3.25626	0.00112892	0.0123654
XLOC_010009	fbxa-60	11.3749	20.4941	1.80169274566885	0.849353	-3.68871	0.000225394	0.00319551
XLOC_001400	kpc-1	7.04972	12.6998	1.80146047672793	0.849167	-3.40208	0.000668757	0.00802565
XLOC_014487	K08E4.3	13.3813	24.0944	1.80060658392539	0.848483	-3.97827	6.94174e-05	0.00115467
